Level,Metric,Comparison, Model1 R2, Model1 p, Model2 R2, Model2 p, Model3 R2, Model3 p, Model4 R2, Model4 p,females Model1 R2,females Model1 p,females Model2 R2,females Model2 p,females Model3 R2,females Model3 p,females Model4 R2,females Model4 p,females reduced Model1 R2,females reduced Model1 p,females reduced Model2 R2,females reduced Model2 p,females reduced Model3 R2,females reduced Model3 p,females reduced Model4 R2,females reduced Model4 p,males Model1 R2,males Model1 p,males Model2 R2,males Model2 p,males Model3 R2,males Model3 p,males Model4 R2,males Model4 p
species,unweighted_unifrac,CASE_CONTROL,0.009791300407974,0.003,0.0123552602100988,0.01,0.0123552602100988,1.0,0.0137470477352627,1.0,0.0137998535282399,0.009,0.0191144568954747,0.004,0.0191144568954747,1.0,0.0211838107430911,1.0,0.0151501557917576,0.131,0.0209111026376091,0.161,0.0209111026376091,1.0,0.0209111026376091,1.0,0.0124126874777559,0.278,0.0106806855468716,0.68,0.0106806855468716,1.0,0.0106806855468716,1.0
species,unweighted_unifrac,Crohn_case_control,0.0150097665931542,0.053,0.0180807180925574,0.058,0.0180807180925574,1.0,0.0187484542265929,1.0,0.0252635319987794,0.015,0.0280287969607139,0.026,0.0280287969607139,1.0,0.030569905592122,1.0,0.053928180462395,0.033,0.0626353242616525,0.149,0.0626353242616525,1.0,0.0626353242616525,1.0,0.0281828976711675,0.388,0.0520857335392152,0.209,0.0520857335392152,1.0,0.0520857335392152,1.0
species,unweighted_unifrac,UC_case_control,0.0162802714733943,0.052,0.0141625130074771,0.303,0.0141625130074771,1.0,0.0159335592119027,1.0,0.028823130463822,0.023,0.0226535530581653,0.331,0.0226535530581653,1.0,0.0283490904211052,1.0,0.0119942548239677,0.813,0.0115205389647223,0.958,0.0115205389647223,1.0,0.0115205389647223,1.0,0.0246354716604292,0.258,0.0385566129034401,0.238,0.0385566129034401,1.0,0.0385566129034401,1.0
species,unweighted_unifrac,Both_case_control,0.0137758923990371,0.549,0.0221218463160566,0.392,0.0221218463160566,1.0,0.0221218463160566,1.0,0.0176678396555449,0.563,0.0312758587526216,0.277,0.0312758587526216,1.0,0.0312758587526216,1.0,0.0575927016820524,0.618,0.149943805628922,0.37,0.149943805628922,1.0,0.149943805628922,1.0,0.066010182957082,0.533,0.0571169072072205,0.898,0.0571169072072205,1.0,0.0571169072072205,1.0
species,weighted_unifrac,CASE_CONTROL,0.007207710135062,0.065,0.0075543007815692,0.131,0.0075543007815692,1.0,0.0082855404156123,1.0,0.0092150709597287,0.1,0.0111939638745455,0.097,0.0111939638745455,1.0,0.0125403987351742,1.0,0.007084255491238,0.529,0.0058867815002593,0.773,0.0058867815002593,1.0,0.0058867815002593,1.0,0.0072232236642584,0.544,0.0097974161030364,0.606,0.0097974161030364,1.0,0.0097974161030364,1.0
species,weighted_unifrac,Crohn_case_control,0.0154012267085252,0.112,0.0147074672560268,0.166,0.0147074672560268,1.0,0.0160683686953458,1.0,0.0189139730310728,0.154,0.0206666081548477,0.187,0.0206666081548477,1.0,0.0218935755993624,1.0,0.0413844253457413,0.184,0.0364994323351485,0.37,0.0364994323351485,1.0,0.0364994323351485,1.0,0.0286691638189411,0.311,0.036203606124035,0.471,0.036203606124035,1.0,0.036203606124035,1.0
species,weighted_unifrac,UC_case_control,0.0015167572690723,0.929,0.0014704254299984,0.98,0.0014704254299984,1.0,0.0013166018269416,1.0,0.0030510973807272,0.893,0.003648912180671,0.937,0.003648912180671,1.0,0.003276937642405,1.0,0.0031081963981343,0.96,-0.0014353759242994,0.997,-0.0014353759242994,1.0,-0.0014353759242994,1.0,0.0010661075797023,0.996,0.0018165228865554,0.996,0.0018165228865554,1.0,0.0018165228865554,1.0
species,weighted_unifrac,Both_case_control,0.0157403620077644,0.394,0.0307433872998791,0.206,0.0307433872998791,1.0,0.0307433872998791,1.0,0.0134891757631535,0.609,0.0269781244157215,0.359,0.0269781244157215,1.0,0.0269781244157215,1.0,0.188931913826074,0.077,0.287522375580829,0.144,0.287522375580829,1.0,0.287522375580829,1.0,0.0145484076744959,0.964,0.141747256099788,0.443,0.141747256099788,1.0,0.141747256099788,1.0
species,phylo_pca,CASE_CONTROL,0.0161301989693674,0.007,0.0178702977424636,0.008,0.0178702977424636,1.0,0.0199057461494255,1.0,0.0209659823595447,0.012,0.0260769201936696,0.017,0.0260769201936696,1.0,0.0292482492065322,1.0,0.0195807243282261,0.13,0.0051030151458184,0.709,0.0051030151458184,1.0,0.0051030151458184,1.0,0.0153412094876348,0.22,0.0092132552631617,0.542,0.0092132552631617,1.0,0.0092132552631617,1.0
species,phylo_pca,Crohn_case_control,0.0117651915648226,0.232,0.0076341663301689,0.455,0.0076341663301689,1.0,0.0094082294653671,1.0,0.0278059662374563,0.085,0.0264643606963687,0.123,0.0264643606963687,1.0,0.0302596472045489,1.0,0.0727377492215992,0.067,0.0445217576286883,0.355,0.0445217576286883,1.0,0.0445217576286883,1.0,0.0128255093826932,0.659,0.0324098151357474,0.469,0.0324098151357474,1.0,0.0324098151357474,1.0
species,phylo_pca,UC_case_control,0.0197803969674027,0.079,0.0214689692355124,0.167,0.0214689692355124,1.0,0.0242432227215994,1.0,0.022187334548765,0.196,0.0227760130939289,0.353,0.0227760130939289,1.0,0.0268799165639858,1.0,0.0048375789039854,0.782,0.0111031790459648,0.704,0.0111031790459648,1.0,0.0111031790459648,1.0,0.0255201312253195,0.316,0.0308324373741785,0.394,0.0308324373741785,1.0,0.0308324373741785,1.0
species,phylo_pca,Both_case_control,0.0201142362010422,0.307,0.050136488728813,0.099,0.050136488728813,1.0,0.050136488728813,1.0,0.0110514151961037,0.597,0.036844994928221,0.25,0.036844994928221,1.0,0.036844994928221,1.0,0.0727900210429065,0.383,0.0733432648966793,0.626,0.0733432648966793,1.0,0.0733432648966793,1.0,0.0722039100037712,0.392,0.164515124722931,0.304,0.164515124722931,1.0,0.164515124722931,1.0
asv,braycurtis,CASE_CONTROL,0.0066476447936292,0.025,0.0081312325793687,0.028,0.0081312325793687,1.0,0.0082465057211093,1.0,0.0085593813389165,0.048,0.010859603071874,0.06,0.010859603071874,1.0,0.0111350697327365,1.0,0.0102250510407068,0.361,0.0114570824639739,0.635,0.0114570824639739,1.0,0.0114570824639739,1.0,0.010290250104194,0.378,0.0172191069760637,0.26,0.0172191069760637,1.0,0.0172191069760637,1.0
asv,braycurtis,Crohn_case_control,0.0106915852353951,0.137,0.0124829448254364,0.171,0.0124829448254364,1.0,0.0127616497534181,1.0,0.0143305499906041,0.165,0.0153513827847291,0.221,0.0153513827847291,1.0,0.0155923296281349,1.0,0.0233425777521749,0.546,0.0216339528851935,0.909,0.0216339528851935,1.0,0.0216339528851935,1.0,0.0305309968644806,0.281,0.0598255225970268,0.092,0.0598255225970268,1.0,0.0598255225970268,1.0
asv,braycurtis,UC_case_control,0.0064705981087977,0.591,0.0085135652359138,0.75,0.0085135652359138,1.0,0.0084230602993944,1.0,0.0099934170527556,0.614,0.0143051840983322,0.734,0.0143051840983322,1.0,0.0148320628894196,1.0,0.0113229378173604,0.913,0.0192740912642422,0.866,0.0192740912642422,1.0,0.0192740912642422,1.0,0.0080015149512951,0.998,0.0149921690527957,0.961,0.0149921690527957,1.0,0.0149921690527957,1.0
asv,braycurtis,Both_case_control,0.0195590332740958,0.252,0.0288769110980732,0.16,0.0288769110980732,1.0,0.0288769110980732,1.0,0.0208949738717457,0.402,0.0312450167992571,0.222,0.0312450167992571,1.0,0.0312450167992571,1.0,0.145872123383025,0.047,0.248950172599359,0.101,0.248950172599359,1.0,0.248950172599359,1.0,0.0609544267073572,0.785,0.147944728523347,0.387,0.147944728523347,1.0,0.147944728523347,1.0
asv,clr,CASE_CONTROL,0.0053962109992679,0.004,0.0060725700424811,0.02,0.0060725700424811,1.0,0.0062699688624181,1.0,0.0074921977741467,0.003,0.0087211700220067,0.022,0.0087211700220067,1.0,0.0089399636759094,1.0,0.0110069624506613,0.253,0.0124576871161062,0.831,0.0124576871161062,1.0,0.0124576871161062,1.0,0.0101745740661682,0.414,0.0143884291871317,0.509,0.0143884291871317,1.0,0.0143884291871317,1.0
asv,clr,Crohn_case_control,0.0110708855383541,0.02,0.0131880241935745,0.035,0.0131880241935745,1.0,0.0135433128307406,1.0,0.0150887405732472,0.035,0.0165075592117467,0.045,0.0165075592117467,1.0,0.0170943155053987,1.0,0.0317267970628622,0.131,0.0377871798083454,0.569,0.0377871798083454,1.0,0.0377871798083454,1.0,0.029602203854229,0.278,0.047490621381431,0.142,0.0474906213814309,1.0,0.047490621381431,1.0
asv,clr,UC_case_control,0.00671676942815,0.79,0.0092830840084017,0.938,0.0092830840084017,1.0,0.0094553624510336,1.0,0.0114661956704585,0.665,0.0165209523192003,0.9,0.0165209523192003,1.0,0.0164183175699107,1.0,0.016260688116134,0.941,0.021526712646006,0.985,0.021526712646006,1.0,0.021526712646006,1.0,0.0152932346203222,0.991,0.0243263497708151,0.914,0.0243263497708151,1.0,0.0243263497708151,1.0
asv,clr,Both_case_control,0.017006430177062,0.361,0.0221031842996483,0.373,0.0221031842996483,1.0,0.0221031842996483,1.0,0.0220614594725965,0.35,0.028725401518665,0.193,0.028725401518665,1.0,0.028725401518665,1.0,0.0835290777070522,0.287,0.156770923817358,0.327,0.156770923817358,1.0,0.156770923817358,1.0,0.068466180575626,0.774,0.12289637056404,0.909,0.12289637056404,1.0,0.12289637056404,1.0
asv,rclr,CASE_CONTROL,0.0036635991244783,0.181,0.0046472418225444,0.248,0.0046472418225444,1.0,0.0046947377896906,1.0,0.0058114243145738,0.077,0.0071355348454976,0.137,0.0071355348454976,1.0,0.0071800020265743,1.0,0.0089004119648981,0.696,0.0135414067507254,0.647,0.0135414067507254,1.0,0.0135414067507254,1.0,0.0107518596926653,0.32,0.0168753583545407,0.178,0.0168753583545407,1.0,0.0168753583545407,1.0
asv,rclr,Crohn_case_control,0.0080803791511059,0.36,0.0089434710950978,0.57,0.0089434710950978,1.0,0.0089710263534966,1.0,0.0118925600430416,0.262,0.0117555184231768,0.608,0.0117555184231768,1.0,0.0118427034390507,1.0,0.0209007540060874,0.936,0.0329910161542924,0.818,0.0329910161542924,1.0,0.0329910161542924,1.0,0.0257260877014663,0.549,0.0445974982203042,0.233,0.0445974982203042,1.0,0.0445974982203042,1.0
asv,rclr,UC_case_control,0.0066447367531865,0.786,0.009398977241091,0.913,0.009398977241091,1.0,0.0094347743213725,1.0,0.0104265930877295,0.845,0.014321568608541,0.993,0.014321568608541,1.0,0.0145226645431473,1.0,0.0172116921058622,0.87,0.0252362205089656,0.817,0.0252362205089656,1.0,0.0252362205089656,1.0,0.0181703091599736,0.755,0.0287103653347175,0.576,0.0287103653347175,1.0,0.0287103653347175,1.0
asv,rclr,Both_case_control,0.0188656366680365,0.178,0.0256787070186086,0.112,0.0256787070186086,1.0,0.0256787070186086,1.0,0.023901557539903,0.243,0.0304634206227739,0.126,0.0304634206227739,1.0,0.0304634206227739,1.0,0.0871246867428134,0.2,0.144662070188377,0.462,0.144662070188377,1.0,0.144662070188377,1.0,0.0658256193031111,0.853,0.120200199458514,0.887,0.120200199458514,1.0,0.120200199458514,1.0
asv,unweighted_unifrac,CASE_CONTROL,0.0064497759387223,0.008,0.0069071990045012,0.054,0.0069071990045012,1.0,0.0074468178184618,1.0,0.007779767696735,0.053,0.0094265492845879,0.06,0.0094265492845879,1.0,0.0103306016231508,1.0,0.0089963818819286,0.586,0.0087956535799968,0.919,0.0087956535799968,1.0,0.0087956535799968,1.0,0.0116895713166981,0.289,0.016354225701932,0.337,0.016354225701932,1.0,0.016354225701932,1.0
asv,unweighted_unifrac,Crohn_case_control,0.0155434004465619,0.01,0.0169492045376401,0.039,0.0169492045376401,1.0,0.0184047512465785,1.0,0.0206615224370179,0.021,0.0230555864558738,0.031,0.0230555864558738,1.0,0.025459530628927,1.0,0.0432865888367659,0.061,0.048089337080197,0.241,0.048089337080197,1.0,0.048089337080197,1.0,0.0304163177761166,0.31,0.0488099718699041,0.224,0.0488099718699041,1.0,0.0488099718699042,1.0
asv,unweighted_unifrac,UC_case_control,0.0126615486619131,0.06,0.0126182131749773,0.383,0.0126182131749773,1.0,0.0134809917665021,1.0,0.0183309438750258,0.101,0.0211815831140321,0.372,0.0211815831140321,1.0,0.023794402985941,1.0,0.0219133426731119,0.402,0.0152037586696489,0.984,0.0152037586696489,1.0,0.0152037586696489,1.0,0.0203077288349157,0.493,0.0283658307708829,0.539,0.0283658307708829,1.0,0.0283658307708829,1.0
asv,unweighted_unifrac,Both_case_control,0.0165920247155149,0.404,0.0228699558038458,0.343,0.0228699558038458,1.0,0.0228699558038458,1.0,0.0154402621678197,0.805,0.0223299895675132,0.603,0.0223299895675132,1.0,0.0223299895675132,1.0,0.0773697225436332,0.434,0.170021615387624,0.279,0.170021615387624,1.0,0.170021615387624,1.0,0.0924997362541085,0.217,0.175895664498085,0.213,0.175895664498085,1.0,0.175895664498085,1.0
asv,weighted_unifrac,CASE_CONTROL,0.0038110024921919,0.284,0.005288004643543,0.248,0.005288004643543,1.0,0.0054729433279835,1.0,0.0047571545383472,0.331,0.0062757595809128,0.353,0.0062757595809128,1.0,0.0066969488798085,1.0,0.0061230446487764,0.621,0.0041466175411712,0.891,0.0041466175411712,1.0,0.0041466175411712,1.0,0.0093757495888201,0.386,0.0155531694110867,0.348,0.0155531694110867,1.0,0.0155531694110867,1.0
asv,weighted_unifrac,Crohn_case_control,0.0058431695445855,0.518,0.0086982598129648,0.394,0.0086982598129648,1.0,0.0078442392916506,1.0,0.0061428085570365,0.67,0.010573590139287,0.461,0.010573590139287,1.0,0.0078759016590246,1.0,0.0589393486724915,0.077,0.0242401468158363,0.601,0.0242401468158363,1.0,0.0242401468158363,1.0,0.0370637557297917,0.216,0.0595853374420538,0.163,0.0595853374420538,1.0,0.0595853374420538,1.0
asv,weighted_unifrac,UC_case_control,0.0028034814210023,0.817,0.0038310016404564,0.866,0.0038310016404564,1.0,0.0034410712028599,1.0,0.0029962653872723,0.94,0.0034935904684981,0.972,0.0034935904684981,1.0,0.0034470521902754,1.0,-0.0004392324156345,1.0,0.0011383206630511,0.99,0.0011383206630511,1.0,0.0011383206630511,1.0,0.0035786653298862,0.956,0.0082710487209526,0.88,0.0082710487209526,1.0,0.0082710487209526,1.0
asv,weighted_unifrac,Both_case_control,0.0247882360955278,0.162,0.0468493676493805,0.083,0.0468493676493805,1.0,0.0468493676493805,1.0,0.0207874552169004,0.388,0.0299546235504594,0.275,0.0299546235504594,1.0,0.0299546235504594,1.0,0.0718902477191927,0.336,0.0751547504073299,0.546,0.0751547504073299,1.0,0.0751547504073299,1.0,0.0507429769048206,0.557,0.218992631800222,0.278,0.218992631800222,1.0,0.218992631800222,1.0
asv,phylo_pca,CASE_CONTROL,0.0137514082444702,0.012,0.0126017411990053,0.055,0.0126017411990053,1.0,0.0145680159294909,1.0,0.0215655441723113,0.013,0.0189261217875057,0.044,0.0189261217875057,1.0,0.022080602805739,1.0,0.0106198434741314,0.32,0.0017857741422958,0.881,0.0017857741422958,1.0,0.0017857741422958,1.0,0.0048870801874245,0.607,0.0054910707195704,0.679,0.0054910707195704,1.0,0.0054910707195704,1.0
asv,phylo_pca,Crohn_case_control,0.0130563797759987,0.182,0.0118949880558313,0.27,0.0118949880558313,1.0,0.0148108123780265,1.0,0.0361276941036969,0.035,0.0327585605769575,0.073,0.0327585605769575,1.0,0.0383730874646181,1.0,0.0681506345491964,0.107,0.048140129633826,0.308,0.048140129633826,1.0,0.048140129633826,1.0,0.0048302764509916,0.848,0.0168887164990276,0.639,0.0168887164990276,1.0,0.0168887164990276,1.0
asv,phylo_pca,UC_case_control,0.0086291427087054,0.336,0.0059826028871764,0.62,0.0059826028871764,1.0,0.0074261416437223,1.0,0.015186264878427,0.312,0.0064445320472076,0.719,0.0064445320472076,1.0,0.0089529015027946,1.0,0.0002789643005794,0.988,0.0190532116523768,0.487,0.0190532116523768,1.0,0.0190532116523768,1.0,0.0030779059046165,0.874,0.0122360055278782,0.666,0.0122360055278782,1.0,0.0122360055278782,1.0
asv,phylo_pca,Both_case_control,0.0332034017612779,0.123,0.0356023335403932,0.191,0.0356023335403932,1.0,0.0356023335403932,1.0,0.011670075038399,0.57,0.0185042167486965,0.461,0.0185042167486965,1.0,0.0185042167486965,1.0,0.0871121638684546,0.322,0.133882734814422,0.431,0.133882734814422,1.0,0.133882734814422,1.0,0.198546827437438,0.059,0.307596353589219,0.097,0.307596353589219,1.0,0.307596353589219,1.0
